The Blazing Sun,1954,116 min,"Classic Drama International ",Competition between sugar cane producers turns deadly after a greedy landlord conspires against an agricultural engineer who falls for his daughter.
Wira,2019,108 min,"Action & Adventure, Drama International ","After a long stint in the army, an ex-lieutenant returns home and enters an underground MMA match to take on a local mobster and protect his family."
Okko's Inn,2018,96 min,"Anime Feature Children & Family ","After losing her parent a young girl learns about grief and healing from a friendly ghost who lives in her grandmother's traditional Japanese inn."
Menahi,2008,101 min,"Comedie International ","A stranger to civilian life, a young Saudi farmer travels to Dubai, where he experiences a series of hilarious misadventures."
Project Papa,2018,92 min,"Drama Independent International ","When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happines love and living in the moment."
Before the Summer CrowdMohamed Khan,2016,86 min,"Drama International ","Ahead of summer break, a couple heads to a seaside resort where intimate interactions with other villagers make for anything but a peaceful holiday."
Choked: Paisa Bolta Hai,2020,114 min,"Drama International ",A bank employee weighed down by her jobless husband's debts — and her own broken dreams — finds a secret source of seemingly unlimited cash in her home.
Andaleeb El Dokki,2008,106 min,"Comedie International ","Aiming for fame, a struggling singer finds his long-lost millionaire twin and falls for his brother's secretary as a plot brews to steal the fortune."
Let's Dance-Degheidy,2006,116 min,"Comedie Drama International ","Disillusioned with her humdrum routine, a married lawyer secretly enrolls in a dance school in this remake of the 1996 Japanese film “Shall We Dance?”"
Life's Speed Bump,2006,109 min,"Comedie International ","Seeking job opportunitie a young man arrives in Cairo and becomes increasingly involved with the family of a wealthy businessman."
Mr. Romantic-Badry,2009,97 min,"Comedie International Romantic ","When a carefree man is left with his uncle's fortune, he can only receive the riches on one condition: he must settle down with a good woman."
Sorry To Disturb,2008,116 min,"Drama International ","After losing his father, a genius yet troubled aviation engineer suffering from loneliness tackles a complex project: love."
The Student Cop,2004,111 min,"Action & Adventure, Comedie International ","Sent undercover to investigate suspicious activity among a group of college student a police officer gets more invested in his role than expected."
X Large,2011,135 min,"Comedie International Romantic ","After he is rejected by the woman he loves and obesity-related issues kill his uncle, a lonely, overweight artist undergoes a major transformation."
Chippa,2020,92 min,"Comedie Drama Independent ","At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read."
Ne Zha,2019,110 min,"Action & Adventure, Comedie International ","Bound by a divine mandate, rebellious outcast Ne Zha grapples with his formidable powers and a destiny that would imperil his loved ones."
Bye Bye London,1981,177 min,"Comedie Drama International ","In this satirical play, a wealthy Kuwaiti businessman travels to London for pleasure and encounters a host of eccentric characters."
Fifty Year Old Teenager Shatti,1996,204 min,"Comedie International ",The life of a married 50-year-old doctor turns topsy-turvy when he falls in love with a younger woman and begins to act like a teenager.
No Longer kidSamir Al Asfory,1979,237 min,"Comedie Drama International ","Hoping to prevent their father from skipping town with his mistres four rowdy siblings resort to absurd measures to stop him."
Raya and Sakina,1984,230 min,"Comedie Drama International ","When robberies and murders targeting women sweep early 20th-century Egypt, the hunt for suspects leads to two shadowy sisters. Based on a true story."
Sayed the Servant,1985,173 min,"Comedie International ","While running from the law, Sayed begins to work as a house servant to a wealthy family, whose divorced daughter enlists his help in a marriage scheme."
The Married CoupleHassan AbdulSalam,1981,195 min,"Comedie International Romantic ","Hailing from different classe a young man and his wife try to find their version of happily married when both yearn to leave their old lives behind."
The School of Mischief-Din Mustafa,1973,253 min,"Comedie Drama International ",A high school teacher volunteers to transform five notorious misfits into model students — and has unintended results.
Escaping Tel Aviv,2009,120 min,"Action & Adventure, International ","After her husband reveals he's an undercover Mossad agent, an Egyptian woman and their children are taken to Israel, prompting an urgent rescue mission."
Game Over-Badry,2012,96 min,"Comedie International Romantic ",A woman ends up working at the same nightclub as her son’s girlfriend — who she doesn’t like — and tries to break up their relationship.
Karkar,2007,107 min,"Comedie International ","After electrocution leaves a wealthy man brain-damaged, his money-hungry aunt and uncle try to con him by marrying him off to a fake relative."
Omar & Salma 2-Badri,2009,101 min,"Comedie International ","Now parent Omar and Salma hit some obstacles while raising their two children and staying in love after the honeymoon ends."
Tarek's Situation,2006,110 min,"Comedie International Romantic ","Asked by his boss to share a woman's personal information, a mobile phone sales rep falls in love with the target whose data he's stealing."
The Beach Loafer,2004,112 min,"Comedie International ","A wedding singer and his friends try to prove his innocence after he's accused of murder, a situation threatening his own marriage plans."
Light in the Dark Mekwunye,2019,105 min,"Drama International ",A terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.
Match,2017,91 min,"Drama International ","After living with a criminal father, two brothers on different paths head for a direct collision when an intriguing woman enters both of their lives."
The Delivery Boy Adejuyigbe,2018,67 min,"International Thrillers",A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.
Andaz Apna Apna,1994,160 min,"Action & Adventure, Comedie Cult ","Broke and with no concrete plans for the future, two young men discover that a stunning heiress lives nearby and try to charm her into marriage."
In ParadoxSarraf,2019,94 min,"International Sci-Fi & Fantasy, Thrillers","On the run from assailant a man desperately seeks to take control of his strange memories before they consume his life — and sanity."
One Day: Justice Delivered,2019,120 min,"Drama International ","A former judge in retirement finds and punishes the culprits he could not convict in court, spurring a crime branch officer to investigate."
Material,2012,94 min,"Comedie Drama International ","A dutiful son must hide his pursuit of stand-up comedy from his staunch father, who expects him to inherit his store and uphold their Muslim beliefs."
What a Girl WantDennie Gordon,2003,105 min,"Children & Family Comedies","In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician."
Rich in Love,2020,105 min,"Comedie International Romantic ","Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control."
Love Is War,2019,111 min,"Comedie Drama International ",An adoring couple elects to test the strength of their marriage when they run against each other for the office of state governor.
R.K.Nagar,2019,132 min,"Action & Adventure, Comedie Dramas",Things look up for a Chennai man struggling to make ends meet when he falls for a politician’s daughter – until he gets entangled in a murder case.
We'll Be Right Back After The Break Galal,2012,106 min,"Action & Adventure, Comedie International ","While fighting a child custody battle against his father-in-law, a taxi driver loses his memory when his son is kidnapped."
5Gang,2019,96 min,"Comedie International ","To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped."
Bheeshma,2020,138 min,"Action & Adventure, Comedie International ","Tired of being single, a smart-aleck meme creator has a chance to prove himself to the girl he loves when he is suddenly appointed CEO of her workplace."
She Made Me a Criminal,2006,105 min,"Comedie International ","In order to get her trust fund money from her wealthy but miserly father, a woman enlists a naive young man to help fake her own kidnapping."
The Dealer,2010,124 min,"Action & Adventure, International ","Separated by distance and circumstance, two bitter rivals cross paths when the perils of the drug trade unexpectedly unite them."
The International Player,2009,93 min,"Drama International Sports ","A footballer for a local club aspires to join the big leagues then gets his shot at going pro, fueling his team's rise to victory."
The Promise,2008,110 min,"Drama International ","When his powerful crime czar boss kills the man he considered a mentor, a young gangster on the rise goes to war in order to get revenge."
الف مبروك Galal,2009,115 min,"Comedie Drama International ","On his wedding day, an arrogant, greedy accountant experiences a series of calamities that keep replaying as he lives the same day over and over again."
Kolaiyuthir Kaalam,2019,107 min,"International Thrillers",The speech-and-hearing-impaired heiress of a palatial mansion must rely on basic instincts when a masked invader is determined to kill her.
This Earth of Mankind,2019,180 min,"Drama International ",A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule. Based on Pramoedya Ananta Toer's famed novel.
Varane Avashyamund,2020,144 min,"Comedie Drama International ","At an apartment complex, the lives of a mother, a daughter seeking an arranged marriage, a military retiree and a young man become intertwined."
New Money,2018,107 min,"Drama International ",An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.
Moms at War,2018,92 min,"Comedie Drama International ","Two fierce mothers become rivals when a school contest forces their kid both model student to compete against one another to be the best in class."
The Killing of a Sacred Deer"Ireland,2017,121 min,"Drama Independent Thrillers",A surgeon's carefully curated life edges toward disaster when a troubled teenage boy with mysterious motives begins to impose himself on his family.
Agneepath,1990,174 min,"Drama International ","A boy grows up to become a gangster in pursuit of the mobster who killed his innocent father, but revenge and reparation may come at great costs."
Duniya,1984,170 min,"Action & Adventure, Drama International ","A lawyer defends his childhood friend – and girlfriend's brother – in a murder case, unaware of his own deep connection to the attorney he’s up against."
Duplicate,1998,165 min,"Comedie Drama International ","Hilarious mix-ups and deadly encounters ensue when a convict seeks to escape authorities by assuming the identity of his doppelgänger, a perky chef."
Friendship,1980,161 min,"Action & Adventure, Drama International ","Best friends since childhood, a righteous cop and a lawyer who represents criminals in court become rivals when they fall for the same woman."
Gori Tere Pyaar Mein,2013,144 min,"Comedie Drama International ","Sriram is concerned only with spending money, until he meets Dia, a principled activist. Now he's determined to prove himself worthy of her affection."
Gumrah,1993,149 min,"Action & Adventure, Drama International ","Jailed for drug trafficking while searching for the dad she's never met, a singer gets unlikely support from a crook whose love she has long rejected."
Hasee Toh Phasee,2014,135 min,"Comedie Drama International ","Nikhil is tasked with keeping his fiancée's troublemaking sister, Meeta, from ruining his wedding. But in the proces the two become inseparable."
Humpty Sharma Ki Dulhania,2014,131 min,"Comedie International Romantic ",A small-town girl heads to Delhi to find a designer outfit for the wedding her orthodox father has arranged for her but ends up finding love instead.
Kaal,2005,126 min,"Horror International Movie Thrillers","Trapped in a national park, a tiger expert and a group of hunters turn to an enigmatic local for help when they mysteriously begin to die one by one."
Kabhi Alvida Naa Kehna,2006,192 min,"Drama International Romantic ","Unhappy in their respective marriage an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair."
Kabhi Khushi Kabhie Gham,2001,209 min,"Drama International ","Years after his father disowns his adopted brother for marrying a woman of lower social standing, a young man goes on a mission to reunite his family."
Kal Ho Naa Ho,2003,187 min,"Comedie Drama International ",An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.
Kapoor & SonShakun Batra,2016,138 min,"Comedie Drama International ","Returning home to visit their ill grandfather, two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays."
Kuch Kuch Hota Hai,1998,185 min,"Comedie Drama International ","Per her mother’s last wish, a girl sets out to reunite her father with the college best friend who loved him – only to discover the woman is engaged."
Magnificent,2015,143 min,"Comedie International Romantic ",An industrialist's daughter is forced to marry a rich heir by her greedy grandmother as her adopted sister bonds with the charismatic wedding planner.
Muqaddar ka Faisla,1987,172 min,"Action & Adventure, Comedie Dramas",God-fearing Pandit Krishna Kant loses everything and turns to a life of crime after his landlord tries to rape his wife and tears his family apart.
Ungli'Silva,2014,114 min,"Comedie Drama International ","An undercover cop finds himself in a strange position after infiltrating a ""gang"" that pulls wildly popular pranks on corrupt officials in Mumbai."
Through My Father's Eyes: The Ronda Rousey Story,2019,104 min,"Documentarie Sports ",This documentary chronicles former Olympian and UFC champion Ronda Rousey's ascent to iconic status in the world of mixed martial arts.
Kannum Kannum Kollaiyadithaal,2020,160 min,"Comedie Drama International ","A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dream but their newfound peace is disrupted by a dangerous killer."
There's Something in the Water,2019,72 min,"Documentarie International ",This documentary spotlights the struggle of minority communities in Nova Scotia as they fight officials over the lethal effects of industrial waste.
Lu Over the Wall,2017,113 min,"Anime Feature Music & Musical Sci-Fi & Fantasy",Middle schooler Kai's depressing life in a boring fishing village changes drastically when a local mermaid named Lu joins his band.
Bypass Road Mukesh,2019,135 min,"International Thrillers","On the night his ex-lover mysteriously die a top fashion designer has a serious accident, raising questions on whether the incidents are linked."
The Death of Mr. Lazarescu,2005,154 min,"Drama International ","The plot of Romanian director Cristi Puiu's real-time drama is simple, following the travails of an ailing old man who waits for his illness to overtake him as a weary paramedic shuttles him between hospitals."
The Last Bomb of the Second World War,2019,133 min,"Drama Independent International ",A piece of unexploded ordnance wreaks havoc on the lives of a scrapyard worker whose truck it falls into and an anti-war activist who's hunting for it.
Bhangra Paa Le,2019,130 min,"Comedie Drama International ","Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own."
Velvet Colección: Grand Finale,2020,82 min,"Drama International Romantic ","During Christmas 1969, the impending sale of Velvet reunites past and present staff in Madrid for fond remembrance second chances and new beginnings."
Couple of DayTolu Awobiyi,2016,103 min,"Drama International Romantic ","Three couple each in different phases of romance, head to Ibadan for a fun and frisky holiday. But secrets soon spill, causing trouble in paradise."
When Love HappenSeyi Babatope,2014,109 min,"International Romantic ","Fed up with coordinating weddings for everyone else, unlucky-in-love event planner Mo turns to the internet to see if she can find her own Mr. Right."
The Body,2019,101 min,"International Thrillers",Mind games and mystery abound as a detective investigates the disappearance of a woman’s body from a morgue in this Hindi remake of a Spanish thriller.
Panipat - The Great Betrayal,2019,171 min,"Drama International Romantic ","In 18th-century India, a Maratha commander leads his army in preparation for a fierce battle against Afghan invaders in this film based on real events."
The Ghost and the Tout,2018,100 min,"Comedie International ","Boisterous hustler Isla, whose life consists of brawling and drinking, acquires the ability to see ghost including the recently deceased Mike."
Thottappan. Bavakutty,2019,139 min,"Comedie Drama International ","When his partner in crime goes missing, a small-time crook’s life is transformed as he dedicates himself to raising the daughter his friend left behind."
Azali,2018,89 min,"Drama International ","Sent away to evade an arranged marriage, a 14-year-old begins a harrowing journey of sex work and poverty in the slums of Accra."
Thambi,2019,148 min,"International Thrillers","As a tip leads a local politician to his long-estranged son, his daughter has doubts about whether the young man is truly family or just an impostor."
Hum Aapke Hain Koun. Barjatya,1994,193 min,"Classic Drama International ","Although Nisha falls for Prem, she agrees to marry his older brother for the good of their families. But fate may have other plans for the lovebirds."
Hakkunde,2017,93 min,"Comedie Drama Independent ",A perpetually unemployed graduate desperately leaves his city for a potential opportunity until a roadblock threatens to derail his chance at a career.
Shimla Mirchi,2020,121 min,"Comedie International Romantic ","A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her."
Sillu Karuppatti,2019,133 min,"Comedie Drama Independent ","From first crushes to post-marriage relationship love and connection are at the heart of the four interwoven stories in this anthology film."
Motichoor Chaknachoor,2019,132 min,"Comedie Drama International ","Pushing 40 and unemployed, a Dubai returnee desperate for a wife catches the eye of a Bhopal belle, who sees him solely as her ticket out of India."
NiNoKuni,2019,107 min,"Action & Adventure, Anime Feature Children & Family ",Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey.
MindGamerAndrew Goth,2017,99 min,"International Sci-Fi & Fantasy, Thrillers","Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment."
Monsters: Dark Continent,2014,119 min,"Action & Adventure, Drama Independent ",An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival.
Half Girlfriend,2017,129 min,"Drama International Romantic ","Small-town Madhav falls for big-city Riya and wants her to be his girlfriend. But she views their relationship differently, and suggests a compromise."
Aaviri,2019,110 min,"Horror International Movie Thrillers","After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit."
Being Mrs Elliot,2014,113 min,"Drama International Romantic ","When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives."
The Two PopeFernando Meirelle"United Kingdom,2019,126 min,Drama"At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events."
Bangistan,2015,134 min,"Comedie Drama International ","Sent on the same deadly international mission by their rival religious faction two men's madcap antics along the way take them hilariously off course."
Dil Chahta Hai,2001,185 min,"Comedie Drama International ","Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them – until they each fall in love."
Don,2006,169 min,"Action & Adventure, International ","A ruthless crime boss and drug lord is nabbed and held captive by the authoritie who send his naïve look-alike to infiltrate the man's gang."
Fukrey Lamba,2013,135 min,"Action & Adventure, Comedie Dramas",Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama.
Game,2011,135 min,"International Thrillers","A tycoon accuses three strangers of killing his daughter but mysteriously dies before he can expose them, sparking a tangled hunt for the real culprit."
Isoken,2017,98 min,"Comedie International Romantic ","Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
Karthik Calling Karthik,2010,135 min,"Drama International Thrillers","Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself."
Luck by Chance,2009,156 min,"Drama International Romantic ","When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend."
Talaash,2012,140 min,"Drama International Thrillers","Set in the jumbled landscape of Mumbai, this mystery drama centers on a police inspector who's trying to cope with the collapse of his marriage."
Zindagi Na Milegi Dobara,2011,154 min,"Comedie Drama International ",Three friends on an adventurous road trip/bachelor party in Spain learn some lessons about themselves and each other that will change them forever.
Seven and a half dateBiodun Stephen,2018,107 min,"Drama International Romantic ","Engrossed in her career, a young woman reluctantly yields to her father's plan to set her up on 10 dates to find a suitable husband."
Good and ProsperouSameh Abdulaziz,2017,101 min,"Comedie International ","As two jobless brothers search aimlessly for careers worthy of their hard-to-please mother’s praise, they cluelessly tackle countless gigs."
Celebrity Marriage,2017,107 min,"Drama International ",A successful actress with an abusive husband confides in friends who have troubling relationship issues of their own.
Wives on Strike,2016,92 min,"Comedie Drama International ","A group of local women band together to save a terrified young girl from marriage, launching a hilarious strike against their frustrated husbands."
High End Yaariyan,2019,120 min,"Comedie International Romantic ","From romantic pursuits to their friendship, a trio of young men navigate the complexities of relationships while sharing a London apartment."
Jindua,2017,135 min,"Drama International Romantic ",An Indian man in Canada marries a local citizen to legalize his immigration status. The only problem? His girlfriend isn't thrilled about his new wife.
Tee Shot: Ariya Jutanugarn,2019,103 min,"Children & Family Drama International ","This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world."
Thug Life,2017,133 min,"Comedie Drama International ",A get-rich-quick scheme goes awry when a group of friends stumbles onto a dangerous conspiracy and wind up getting mistaken for the bad guys.
The Zoya Factor,2019,135 min,"Comedie Drama International ","A goofy copywriter unwittingly convinces the Indian cricket team that she’s their lucky mascot, to the dismay of their superstition-shunning captain."
The IslandBaror,2018,93 min,"Drama International Thrillers","When a colonel uncovers controversial intel about the government, he makes a shocking discovery and must decide whether to reveal it or risk his life."
Evvarikee Cheppoddu Eeday,2019,134 min,"Comedie International Romantic ","When caste differences throw a wrench into their otherwise blossoming relationship, a couple must somehow convince the girl’s father to let them marry."
Pranaam,2019,117 min,"Action & Adventure, Drama International ","Aspiring to fulfill his father’s dream and become a civil services officer, a young man loses his way upon becoming entangled with a criminal lynchpin."
Mallesham,2019,131 min,"Drama Independent International ","A self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community."
The Green Inferno,2013,101 min,"Horror Independent ","Determined to save an Amazon tribe being squeezed by logging, a group of students finds nothing but trouble when their plane crashes in the jungle."
KlauSergio Pablo"Spain,2019,98 min,"Children & Family Comedies","A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it."
The Garden of WordMakoto Shinkai,2013,46 min,"Anime Feature International Romantic ","When a lonely teenager skips his morning classes to sit in a lovely garden, he meets a mysterious older woman who shares his feelings of alienation."
U Turn,2016,121 min,"International Thrillers",A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.
Drive,2019,119 min,"Action & Adventure, International ","A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authoritie who have their own dirty secrets."
Free Fire,2016,91 min,"Action & Adventure, Comedie Independent ",A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.
Up North,2018,99 min,"Drama International ",A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.
UpstartUdai Singh Pawar,2019,112 min,"Comedie Drama International ","Hoping to do good while making million three college graduates create a startup. But as business begins to flourish, their own bond starts to fray."
Jean-François BlaiMartin Matte,2019,62 min,Stand-Up Comedy,"Quebecois comedy star Martin Matte serves up embarrassing personal storie a solution for social media trolls and more in this unpredictable special."
Love for Sale,2018,101 min,"Drama International Romantic ","Richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract."
A Plastic Ocean,2016,100 min,Documentarie"When he discovers the world's oceans brimming with plastic waste, a documentary filmmaker investigates the pollution's environmental impacts."
Malaal,2019,133 min,"Drama International Romantic ","Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl."
Shanghai FortresTeng Huatao,2019,107 min,"Drama International Romantic ",A young man falls for a heroic general and soon follows her footsteps as humans defend Earth against extraterrestrials seeking a precious energy source.
Ee Nagaraniki Emaindi,2018,133 min,"Comedie Independent International ","In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true."
Saawan,2016,128 min,"Drama Independent International ","Outcast from society and left to die in the wildernes a young boy with polio embarks on a journey to connect with his mother. Based on a true story."
Kardec,2019,110 min,"Drama Faith & Spirituality, International ","In Catholic 19th-century France, professor Léon Rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights."
Marriage Palace,2018,135 min,"Comedie International ","After a young man charms the girl he loves into accepting his proposal, an accidental swap on their wedding day leads him to marry the wrong bride."
Saavat,2019,118 min,"Drama Independent International ","In rural India, a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village."
Uyare,2019,119 min,"Drama International ",An aspiring pilot fights for her future – and justice – after surviving an acid attack from her abusive boyfriend.
Badla,2019,117 min,"International Thrillers","When a woman is accused of killing her lover, a renowned lawyer is hired – but the more they try to  untangle the truth, the more convoluted it becomes."
Misfit,2017,81 min,"Children & Family Comedie International ","After living in America for year a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school."
Manu,2018,177 min,"Drama Independent International ","The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge."
Eerie,2019,100 min,"Horror International ","When a student's suicide rattles an all-girls Catholic school, a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past."
The Beast Stalker,2008,110 min,"Action & Adventure, Cult International ","Feeling guilty after a high-speed chase leaves a girl dead, a determined sergeant pursues the crime boss who triggered the fatal car accident."
The Midas Touch Fung,2013,98 min,"Comedie International ","A debt collector takes over the management of a group of starlets after their talent agent defaults on a loan, but soon finds he's in over his head."
Mauli,2018,136 min,"Action & Adventure, Drama International ",An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.
"Frankenstein’s Monster’s Monster,2019,32 min,Comedie"When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets."
The Milk System,2017,91 min,"Documentarie International ","Farmer scientists and industry insiders delve into the hidden costs and consequences of global dairy production and offer up possible solutions."
Romeo Akbar Walter,2019,141 min,"Drama International Thrillers","In 1971, a fallen army major’s son is tapped by India's Research and Analysis Wing to serve as an undercover agent in Pakistan in the lead-up to war."
Kahaani,2012,122 min,"International Music & Musical Thrillers","Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems."
The Wolf's Call,2019,116 min,"Drama International Thrillers","With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem – or sound – using only his ears."
Luckee,2019,113 min,"Comedie International Romantic ","When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones."
A Silent Voice,2016,130 min,"Anime Feature International ",A former class bully reaches out to the deaf girl he'd tormented in grade school. He feels unworthy of redemption but tries to make things right.
Krutant Bhandare,2019,114 min,"Drama International ","When a busy workaholic leaves town to meet friend an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life."
The Man Who Feels No Pain,2018,137 min,"Action & Adventure, Comedie International ","Leveraging his ability to withstand pain, a young man trains to follow in the footsteps of his martial-arts hero in this high-action, meta comedy."
Born in Gaza,2014,70 min,"Documentarie International ",This documentary focuses on the devastating violence of the Israel-Palestine conflict and its effects on the children of Gaza.
Sur Sapata,2019,140 min,"Comedie Drama International ",A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school's championship victory.
Music Teacher,2019,102 min,"Drama Independent International ",A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.
Ek Khiladi Ek Haseena,2005,141 min,"International Music & Musical Thrillers","Indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted."
Jhankaar BeatSujoy Ghosh,2003,131 min,"Comedie International Music & Musicals","Juggling personal predicaments and workplace woe three buddies and bandmates practice for their ultimate dream: winning a coveted music competition."
Mumbai Matinee,2003,116 min,"Comedie International Romantic ","Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star."
Rainbow Jelly,2018,119 min,"Drama International Sci-Fi & Fantasy","Mistreated by his cruel uncle, an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes."
Shabd,2005,146 min,"Drama International Romantic ","When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry."
Petta,2019,170 min,"Action & Adventure, Comedie Dramas","An affable, newly appointed college warden proves to be no ordinary man when an old enemy resurfaces and exposes his complicated, violent past."
Ek Ladki Ko Dekha Toh Aisa Laga Dhar,2019,120 min,"Comedie Drama International ","As her family seeks to marry her off and a hopeful writer pursues her, a small-town woman struggles to reveal the long-hidden truth about who she loves."
15 August,2019,124 min,"Comedie Drama Independent ","On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy."
Sei,2018,126 min,"Action & Adventure, Comedie Dramas","An aspiring yet aimless actor takes over his ailing father's job as an ambulance driver, unwittingly getting involved in an organ-trafficking network."
Girl,2018,106 min,"Drama International LGBTQ ",Fifteen-year-old ballet dancer Lara faces physical and emotional hurdles as she prepares for gender confirmation surgery. Inspired by a true story.
Late Life: The Chien-Ming Wang Story Chen,2018,98 min,"Documentarie Sports ",Injuries sidelined the bright career of New York Yankees pitcher Chien-Ming Wang. This documentary captures his relentless battle back to the majors.
Paskal,2018,115 min,"Action & Adventure, Drama International ",Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.
Paranormal Investigation,2018,93 min,"Horror International Movie Thrillers","When a young man becomes possessed after playing a Ouija game, a ghost hunter investigates the evil spirit dwelling within him."
GeniuSuseenthiran,2018,96 min,"Drama Independent International ",Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.
Chameli,2004,102 min,"Drama International ","While taking shelter from a Mumbai monsoon, an investment banker forms an unlikely connection with a naïve prostitute over the course of the night."
Fatso,2012,97 min,"Comedie Drama International ","Killed too soon due to a clerical error in heaven, a man is sent back to earth with a new lease on life, this time in the body of his portly friend."
Neevevaro,2018,132 min,"Drama International Romantic ","When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
Sur: The Melody of Life,2002,137 min,"Drama International ","A renowned music teacher mentors a promising young singer, but when her fame begins to overshadow his own, he lets jealousy and competition take over."
Ugly Aur Pagli Khot,2008,115 min,"Comedie International Romantic ","Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim."
Manusangada,2017,93 min,"Drama Independent International ","When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court."
Maharaja: The Story of Ranjit Singh,2010,56 min,"Drama International ","The tale of legendary warrior king Ranjit Singh, and his rise to establishing Punjab’s Sikh empire, comes to life in this animated feature."
Bhasmasur,2017,74 min,"Drama Independent International ","In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey."
